,Title,Link,Upload Date,View Count,Absolute Upload Date
23,청주에 신상 분식 맛집이 떳다!! 100% 수제로 만드는 튀김에 쫀득쫀득 쌀 떡볶이 대존맛집 ,https://www.youtube.com/watch?v=ub1WfnpqXFc&pp=ygUKa29yZWEgZm9vZA%3D%3D,15시간 전,조회수 1123만회,2024-06-30 09:00:00
24,What I Ate for Lunch at a High School in Korea Part 2 🇰🇷🏫 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/AAtPyPh5MU0,1년 전,조회수 5068만회,2023-07-02 00:00:00
25,China or Korea😋,https://www.youtube.com/shorts/Qrr1bk-hkVc,6개월 전,조회수 1341만회,2024-01-03 00:00:00
26,"All the street food I ate in Busan, Korea!",https://www.youtube.com/shorts/hDMv-YSuyrk,2년 전,조회수 887만회,2022-07-02 00:00:00
27,"Travelers, Where would you like to eat in Korea? #food",https://www.youtube.com/watch?v=4uP025wf2w0&pp=ygUKa29yZWEgZm9vZA%3D%3D,3개월 전,조회수 448만회,2024-04-02 00:00:00
28,"British, Japanese, American, and Korean REACT to Best Ever Food Show Visiting Korean Night Market!!!",https://www.youtube.com/watch?v=ffumy1mDfUY&pp=ygUKa29yZWEgZm9vZA%3D%3D,6개월 전,조회수 1364만회,2024-01-03 00:00:00
29,Live Korea Travel | Korean Street Night Walking Tour Live | Seomyeon Busan Trip Korea Best Places 👍,https://www.youtube.com/watch?v=qOxGEXr7U-Y&pp=ygUKa29yZWEgZm9vZA%3D%3D,8개월 전,조회수 1회,2023-11-04 00:00:00
30,Live Korea Travel | Korean Street Night Walking Tour Live | Itaewon Seoul Trip Korea Best Places 👍,https://www.youtube.com/watch?v=hQwYjZGaz2s&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 없음,2023-07-02 00:00:00
31,Gentle Korean Food for the Upset Stomach,https://www.youtube.com/watch?v=q99q35nLbLQ&pp=ygUKa29yZWEgZm9vZA%3D%3D,5개월 전,조회수 60회,2024-02-02 00:00:00
32,💕Love Korea food💕Thank you I will eat well😋One Taeyong 라이브 스트리밍 중,https://www.youtube.com/watch?v=0sU8-Cw6zXI&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 124회,2023-07-02 00:00:00
33,Korean food 🥘😋😋🧑‍🍳 #fbreelsfypシ゚  #food  #korea,https://www.youtube.com/watch?v=RNfK7XIkFJk&pp=ygUKa29yZWEgZm9vZA%3D%3D,7개월 전,조회수 1.2억회,2023-12-04 00:00:00
34,Korean university breakfast pt 79 #estudiarencorea #food #koreauniversity #koreanstudies,https://www.youtube.com/shorts/193naj4y4UI,7개월 전,조회수 994회,2023-12-04 00:00:00
35,📍🇰🇷 록진 김포 장기동 라베니체 👍🏼   #koreafood #korea #록진 #김포 #장기동 #라베니체 #한국 #เกาหลี,https://www.youtube.com/shorts/X8dtR1HN4PQ,1년 전,조회수 1회,2023-07-02 00:00:00
36,Lunch of ordinary office workers in Korea🇰🇷 pt.12 #koreanfood #foodinkorea #food #foodie #lunch,https://www.youtube.com/shorts/GmetP56MXqk,4일 전,조회수 없음,2024-06-27 00:00:00
37,BEST Seoul Street Food!! 🇰🇷 #seoul #southkorea #korea #koreanfood #streetfood #nightmarket #travel,https://www.youtube.com/shorts/WMQbUgmbr8I,2개월 전,조회수 828회,2024-05-02 00:00:00
38,"Bulgogi Korean Restaurante,Seoul,Korea 🇰🇷 #travel #food #korea #koreafood #korean #mukbang #foodtrip",https://www.youtube.com/watch?v=TOuDEmLSt1o&pp=ygUKa29yZWEgZm9vZA%3D%3D,6개월 전,조회수 105만회,2024-01-03 00:00:00
39,Koreans’ Korea K food with NewJeans,https://www.youtube.com/shorts/1vC_y-Kse2I,6개월 전,조회수 681만회,2024-01-03 00:00:00
40,Korean Rice Roll (Kimbap) #koreanfood #kimbap #korea #delicious #food #foodie,https://www.youtube.com/shorts/GW8jY_EntJo,1년 전,조회수 1791만회,2023-07-02 00:00:00
41,this is probably the cringest edit I ever made,https://www.youtube.com/shorts/4fgQHpvFqpo,11개월 전,조회수 3274만회,2023-08-06 00:00:00
42,America or Korea🤔,https://www.youtube.com/shorts/JCpRjQ8Ec94,1년 전,조회수 2036만회,2023-07-02 00:00:00
43,Best Korean food combinations 😋,https://www.youtube.com/shorts/h2ZGRg3m1A4,2년 전,조회수 448만회,2022-07-02 00:00:00
44,청주에 신상 분식 맛집이 떳다!! 100% 수제로 만드는 튀김에 쫀득쫀득 쌀 떡볶이 대존맛집 ,https://www.youtube.com/watch?v=ub1WfnpqXFc&pp=ygUKa29yZWEgZm9vZA%3D%3D,1개월 전,조회수 1201만회,2024-06-01 00:00:00
45,What My Korean Grandma Made Me for Lunch Part 14🍥 #shorts,https://www.youtube.com/shorts/kkO6Pi9VreE,5개월 전,조회수 1791만회,2024-02-02 00:00:00
46,What I Ate for Lunch at the Office in Korea Part 18 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/VxVo4cRxYTM,5일 전,조회수 2880만회,2024-06-26 00:00:00
47,What I Ate for Lunch in 7/11 Korea,https://www.youtube.com/shorts/GVsFUEyfIjI,1년 전,조회수 215만회,2023-07-02 00:00:00
48,Must-eat in Myeongdong 🇰🇷 #seoul #korea #koreanfood #streetfood #mukbang #koreanstreetfood #shorts,https://www.youtube.com/shorts/Iha2-lR7IR0,1년 전,조회수 987만회,2023-07-02 00:00:00
49,"생생한 현장! 전통 시장 놀라운 길거리 음식 Top8 몰아보기, 떡볶이, 수제어묵, 순대, 통닭, 분식/ Top8 Vivid Market Food-Korean Street Food",https://www.youtube.com/watch?v=OKQygBOhEiE&pp=ygUKa29yZWEgZm9vZA%3D%3D,9개월 전,조회수 524만회,2023-10-05 00:00:00
50,Library lunch in Korea🇰🇷 #mukbang #korea #foodie #korean #yummy #seoul #food #koreanfood,https://www.youtube.com/shorts/4SFjore0tIU,1년 전,조회수 635만회,2023-07-02 00:00:00
51,Best KOREAN FOOD Tour Ever!! 33 Meals from Seoul to Busan! [Full Documentary],https://www.youtube.com/watch?v=RbpKkvlHYTw&pp=ygUKa29yZWEgZm9vZA%3D%3D,2개월 전,조회수 405만회,2024-05-02 00:00:00
52,"1시간 순삭! 평소 궁금했던 깨끗한 한국의 식품공장(과즐,찰보리빵,배쌀빵,구운떡,김치) 몰아보기 / Clean korean food factory",https://www.youtube.com/watch?v=w-Bl7pjdsU0&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 3113만회,2023-07-02 00:00:00
53,한국 분식을 처음 먹어본 영국 축구선수들의 반응!?,https://www.youtube.com/watch?v=1FP57skH7Q4&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 3453만회,2022-07-02 00:00:00
54,한국 야구장 음식에 충격받은 해외 먹방 유튜버 반응ㅋㅋㅋㅋ,https://www.youtube.com/shorts/I-qH_s1NuOA,1년 전,조회수 445만회,2023-07-02 00:00:00
55,Lunch of ordinary office workers in Korea🇰🇷 pt.24 #koreanfood  #food  #foodie #mukbang #cooking,https://www.youtube.com/shorts/nrGaICvZNo4,1년 전,조회수 1123만회,2023-07-02 00:00:00
56,What I Ate for Lunch at the Office in Korea Part 2 🇰🇷 #korea #seoul #mukbang #koreanfood,https://www.youtube.com/shorts/c8PutbZO2Hs,6개월 전,조회수 3804만회,2024-01-03 00:00:00
57,Korean convenience stores just hit different #conveniencestore #foodie #koreanfood,https://www.youtube.com/shorts/uQC4C2KBE_w,1년 전,조회수 1247만회,2023-07-02 00:00:00
58,Lunch of ordinary office workers in Korea🇰🇷 pt.17 #koreanfood #food #foodie #cooking #mukbang,https://www.youtube.com/shorts/cVzbA6VGo6M,1년 전,조회수 5068만회,2023-07-02 00:00:00
59,육즙 가득한 떡갈비 만들기 / korean style hamburger steak - tteokgalbi / korean street food,https://www.youtube.com/shorts/3JgMdypcopc,2년 전,조회수 773만회,2022-07-02 00:00:00
60,What I Ate for Lunch at the Office in Korea Part 28 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/WbH9879fkmM,5개월 전,조회수 1451만회,2024-02-02 00:00:00
61,Seoul street food MUKBANG🌭🍭 #shorts #funny #viral,https://www.youtube.com/shorts/xBYHv3flbrM,10개월 전,조회수 215만회,2023-09-05 00:00:00
62,Who else loves tteokbokki? 😍🔥,https://www.youtube.com/shorts/-KyNkOUkIVI,3개월 전,조회수 2.8만회,2024-04-02 00:00:00
63,24 Hour Ramen Convenience Store With No Workers 🍜🥢 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/vLHFrCEqA7M,9개월 전,조회수 1.2억회,2023-10-05 00:00:00
64,spending $6.25 at a korean convenience store 🍦,https://www.youtube.com/shorts/M1MedYMgyqE,1년 전,조회수 685만회,2023-07-02 00:00:00
65,What i ate for meals in Korea Part 160 🇰🇷 #Korea #lunch #KoreanFood #mukbang #Shorts,https://www.youtube.com/shorts/bYmyfutlirw,8개월 전,조회수 882만회,2023-11-04 00:00:00
66,What I Ate for Lunch at the Office in Korea Part 39 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/_pRLAX0mFaU,1년 전,조회수 468만회,2023-07-02 00:00:00
67,What I Ate for Lunch at the Office in Korea Part 19 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/Bq83dA50jr8,2년 전,조회수 2059만회,2022-07-02 00:00:00
68,Trying North Korean Food 🇰🇵 and Rating it out of 10,https://www.youtube.com/shorts/DDsWN4HcoWQ,7일 전,조회수 3113만회,2024-06-24 00:00:00
69,When a Korean and Japanese eat together 🌯🍣,https://www.youtube.com/shorts/GO9FEYjCVxo,1년 전,조회수 395만회,2023-07-02 00:00:00
70,Every Korean chicken mukbang,https://www.youtube.com/shorts/G4tw50gkreo,3년 전,조회수 104만회,2021-07-02 00:00:00
71,Trying new foods in KOREA for 24 hours!🇰🇷🫰,https://www.youtube.com/shorts/R2KF7TPJ64M,1년 전,조회수 142만회,2023-07-02 00:00:00
72,"예약안하면 줄서도 못먹는 터미널상가 2층 중국집! 고구마튀김을 2단으로 쌓아주는 역대급 산더미 짜장면, 해물폭탄 짬뽕 / 강화 금문도",https://www.youtube.com/watch?v=-wiRYfPpInU&pp=ygUKa29yZWEgZm9vZA%3D%3D,4개월 전,조회수 26만회,2024-03-03 00:00:00
73,Lunch of ordinary office workers in Korea🇰🇷pt.162 #mukbang #food #koreafood #foodie #korea #seoul,https://www.youtube.com/shorts/p6Jl0oMKh-c,8개월 전,조회수 604만회,2023-11-04 00:00:00
74,Lunch of ordinary office workers in Korea🇰🇷 pt.90 #asiancuisine #korea #food #koreafood #seoul,https://www.youtube.com/shorts/1Vx7NBlwOxs,2년 전,조회수 673만회,2022-07-02 00:00:00
75,극강의 쫀득함! 콩나물은 덤? 17년 분식장인이 만드는 줄서서먹는 콩나물 가래떡 떡볶이 / 면목시장 온기담,https://www.youtube.com/watch?v=_cCRTvUMlUM&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1012만회,2023-07-02 00:00:00
76,Rating Korean Yangyum Chicken and Bibimbap 😍😋 | Most Expensive Korean Food 😱 | @sosaute,https://www.youtube.com/shorts/Jq5DxhICpAY,8개월 전,조회수 944만회,2023-11-04 00:00:00
77,Korean lunch in 2050🇰🇷 #korea #food #mukbang #korean #yummy #seoul #koreanfood #tws #foodie,https://www.youtube.com/shorts/fSwdD0KHsMw,4개월 전,조회수 1341만회,2024-03-03 00:00:00
78,Must try Street Food in South Korea! 🇰🇷,https://www.youtube.com/shorts/v-6XhUStf28,1년 전,조회수 5.1만회,2023-07-02 00:00:00
79,Korean Street Egg Toast - Korean Street Food #shortsvideo,https://www.youtube.com/shorts/szUwp7uqpN8,1년 전,조회수 1791만회,2023-07-02 00:00:00
80,Making Bibimbap (비빔밥) with our family ❤️ Korean mixed rice with veggies and more!,https://www.youtube.com/shorts/JjaA1yh6TYA,3개월 전,조회수 872만회,2024-04-02 00:00:00
81,Buldak Fried Rice Hack,https://www.youtube.com/shorts/dLisW4Ssy-M,7일 전,조회수 1254만회,2024-06-24 00:00:00
82,Best Korean food combinations 😋,https://www.youtube.com/shorts/h2ZGRg3m1A4,1년 전,조회수 222만회,2023-07-02 00:00:00
83,Korean Convenience Store 🕺🏻,https://www.youtube.com/shorts/wD53rrW62aw,1년 전,조회수 1743만회,2023-07-02 00:00:00
84,Korean food delivery is amazing - ordering black bean noodles! 🔥,https://www.youtube.com/shorts/8l45lcRhIz4,1년 전,조회수 1451만회,2023-07-02 00:00:00
85,Come with me to find halal food in Seoul 😍,https://www.youtube.com/shorts/P5anqPw94pc,1년 전,조회수 839만회,2023-07-02 00:00:00
86,"1시간 순삭! 평소 궁금했던 깨끗한 한국의 식품공장(과즐,찰보리빵,배쌀빵,구운떡,김치) 몰아보기 / Clean korean food factory",https://www.youtube.com/watch?v=w-Bl7pjdsU0&pp=ygUKa29yZWEgZm9vZA%3D%3D,6개월 전,조회수 775만회,2024-01-03 00:00:00
87,What I Ate for Lunch in 7/11 Korea,https://www.youtube.com/shorts/GVsFUEyfIjI,1년 전,조회수 476만회,2023-07-02 00:00:00
88,Korea food tech festival🇰🇷 #korean #korea #foodie #seoul #mukbang #foodie #food #yummy,https://www.youtube.com/shorts/Tnnq2ixvKz0,1개월 전,조회수 988만회,2024-06-01 00:00:00
89,환상적인 설비와 제조과정의 한국 식품공장 대량생산 몰아보기 / Korea Food Factory,https://www.youtube.com/watch?v=-iiuZsG8HRc&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 307만회,2022-07-02 00:00:00
90,What I Ate for Lunch at School in Korea Part 56 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/7dhEr4kuBiw,1년 전,조회수 38만회,2023-07-02 00:00:00
91,보기만 해도 감칠 맛 나는 시장 음식 ! 다양한 시장음식 몰아보기 | Korean Traditional Market Foods | Korean Street Food,https://www.youtube.com/watch?v=3kpGv-nKAqc&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1158만회,2023-07-02 00:00:00
92,What I Ate for Lunch at the Office in Korea Part 37 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/zQfrMCL-Uz0,3개월 전,조회수 110만회,2024-04-02 00:00:00
93,Everything I Ate at Gwangjang Market in Seoul,https://www.youtube.com/shorts/cQzCIkTSIgA,1년 전,조회수 2880만회,2023-07-02 00:00:00
94,CVS Brown Food Challenge at a #koreanconveniencestore 🍫🤎 #asmreating #korea #foodie,https://www.youtube.com/shorts/m5WNBXWxhKY,1년 전,조회수 458만회,2023-07-02 00:00:00
95,Can you afford the food in South Korea? 🤯🤔,https://www.youtube.com/shorts/gnHdNYWRkog,4년 전,조회수 4796만회,2020-07-02 00:00:00
96,시장 버거 달인 - korean street food,https://www.youtube.com/shorts/SXkUyjC8h4I,2년 전,조회수 7707만회,2022-07-02 00:00:00
97,Best KOREAN FOOD Tour Ever!! 33 Meals from Seoul to Busan! [Full Documentary],https://www.youtube.com/watch?v=RbpKkvlHYTw&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 2659만회,2022-07-02 00:00:00
98,Collecting hearts in Korea like.. 💜❤️💖,https://www.youtube.com/shorts/DVeiPVdRh3o,1년 전,조회수 410만회,2023-07-02 00:00:00
99,타코야끼 달인 / takoyaki master famous in korea - korean street food,https://www.youtube.com/shorts/bcDEqhX0wrU,5일 전,조회수 370만회,2024-06-26 00:00:00
100,"보기만 해도 즐거운 다양한 케이크 만들기, 용인 보정동 카페거리 / Amazing Cake Decorating Technique - Korean Street Food",https://www.youtube.com/watch?v=-xlmBoQ4paI&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 673만회,2023-07-02 00:00:00
101,What I Ate for Lunch at a High School in Korea Part 4 🇰🇷🏫 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/F2-bSCGmgMg,2년 전,조회수 3006만회,2022-07-02 00:00:00
102,보기만해도 군침도는?! 맛있고 인기많은 소고기 요리 BEST 6! amazing beef dishes in Korea - Korean street food,https://www.youtube.com/watch?v=TfAA1L5TXrk&pp=ygUKa29yZWEgZm9vZA%3D%3D,10개월 전,조회수 5871만회,2023-09-05 00:00:00
103,Korean lunch in 2050🇰🇷 #korea #food #mukbang #korean #yummy #seoul #koreanfood #tws #foodie,https://www.youtube.com/shorts/fSwdD0KHsMw,2년 전,조회수 230만회,2022-07-02 00:00:00
104,Korean 7 Eleven is the best😍#korean #korea #food,https://www.youtube.com/shorts/sYOGLQFqeUI,2년 전,조회수 43만회,2022-07-02 00:00:00
105,Different types of Korean eating @byungari0904 #korean #food #tiktok  #shorts,https://www.youtube.com/shorts/02pE2tYPz5g,3일 전,조회수 735만회,2024-06-28 00:00:00
106,Lunch at a Korean university🇰🇷 -Ehwa women’s university- #koreanfood #food #foodie #school,https://www.youtube.com/shorts/twDIYR6PjeA,8개월 전,조회수 2132만회,2023-11-04 00:00:00
107,under $20 meal at the korean convenience store 🤤,https://www.youtube.com/shorts/SLJ_VGDlPAo,3년 전,조회수 4186만회,2021-07-02 00:00:00
108,What I Ate for Lunch at the Office in Korea Part 32 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/BrwW3ks-JFU,1년 전,조회수 230만회,2023-07-02 00:00:00
109,What I Ate for Lunch at School in Korea Part 63 🇰🇷 #korea #seoul #mukbang #koreanfood,https://www.youtube.com/shorts/KPj0tuCHhWI,2년 전,조회수 2.3만회,2022-07-02 00:00:00
110,Traditional Korean Street Food Tour at Gwangjang Market in Seoul!,https://www.youtube.com/watch?v=ljf8yxDQ1d0&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 481만회,2023-07-02 00:00:00
111,신박합니다! 국내최초 계란을 딱지처럼 접어서 먹는? 신개념 계란이불 딱지 토스트,https://www.youtube.com/watch?v=8QQ6nlhQXyg&pp=ygUKa29yZWEgZm9vZA%3D%3D,8개월 전,조회수 326만회,2023-11-04 00:00:00
112,What i ate for meals in Korea Part 161 🇰🇷 #Korea #lunch #KoreanFood #mukbang #Shorts,https://www.youtube.com/shorts/q5jv-_U9nz0,2개월 전,조회수 40만회,2024-05-02 00:00:00
113,25가지 집밥 모음ㅣ3년간 만든 집밥 중 맛있는 요리만 모은 영상,https://www.youtube.com/watch?v=SeaiInbr92k&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1743만회,2023-07-02 00:00:00
114,I tried North Korean food in South Korea,https://www.youtube.com/shorts/UBtBDfZevsQ,3년 전,조회수 448만회,2021-07-02 00:00:00
115,Comment to Get a Gift #korea #koreanfood #lunchmenu,https://www.youtube.com/shorts/WGgzANsHQkg,1년 전,조회수 233만회,2023-07-02 00:00:00
116,Lunch of ordinary office workers in Korea🇰🇷 pt.93 #korea #mukbang #korean #foodie #yummy #seoul,https://www.youtube.com/shorts/ty-m_N00SG4,1개월 전,조회수 1394만회,2024-06-01 00:00:00
117,What I Ate for Lunch at a High School in Korea Part 1 🇰🇷🏫 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/BtbkIdIWtTk,1년 전,조회수 189만회,2023-07-02 00:00:00
118,korean convenience store run 😋,https://www.youtube.com/shorts/UIvgD-RuYsY,1개월 전,조회수 2880만회,2024-06-01 00:00:00
119,When you are eating food with a Korean,https://www.youtube.com/shorts/YrRUoSM42is,10개월 전,조회수 110만회,2023-09-05 00:00:00
120,What I Ate for Lunch at the Office in Korea Part 26 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/EVRLYLATDNs,6년 전,조회수 572만회,2018-07-03 00:00:00
121,시장 버거 달인 - korean street food,https://www.youtube.com/shorts/SXkUyjC8h4I,1년 전,조회수 192만회,2023-07-02 00:00:00
122,Korean Street Food🍔🇰🇷 #streetfood #korea #movie,https://www.youtube.com/shorts/6JwnlUnbPlk,3년 전,조회수 91만회,2021-07-02 00:00:00
123,멍때리고 보는 재미있는 음식 만드는 영상 몰아보기! [ASMR],https://www.youtube.com/watch?v=w6GnjgP3-0A&pp=ygUKa29yZWEgZm9vZA%3D%3D,8일 전,조회수 5402만회,2024-06-23 00:00:00
124,korean street food tour || gwangjang market in seoul ~ PT 1,https://www.youtube.com/shorts/-oxf9lUTTvY,1년 전,조회수 983만회,2023-07-02 00:00:00
125,20 BEST Korean Cheap Eats in Seoul South Korea,https://www.youtube.com/watch?v=CRYd-KJtpV8&pp=ygUKa29yZWEgZm9vZA%3D%3D,2주 전,조회수 257만회,2024-06-17 00:00:00
126,Lunch at a Korean university -sungshin women’s university- 성신여대학식 #food #foodinkorea #koreanfood,https://www.youtube.com/shorts/WbvFptFghho,3년 전,조회수 905만회,2021-07-02 00:00:00
127,인기 많은 옛날통닭 몰아보기 BEST 5 / korean original fried chicken / korean street food,https://www.youtube.com/watch?v=VvADdfX1iz8&pp=ygUKa29yZWEgZm9vZA%3D%3D,10개월 전,조회수 22만회,2023-09-05 00:00:00
128,"요리 먹방 :)닭갈비에 치즈 볶음밥이 빠질 순없지~, 파채무침, 마카로니 샐러드. korean food mukbang.",https://www.youtube.com/watch?v=eljQa61FbQw&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 429만회,2023-07-02 00:00:00
129,"햄지네 백반☆김치찌개,어묵볶음,총각김치,김구이,햄,계란후라이ㅣKorean Home mealㅣReal Mukbangㅣ",https://www.youtube.com/watch?v=f6NigurDekg&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1385만회,2023-07-02 00:00:00
130,Amazing Korean  Famous Food Videos Collection - Korean Street Food / 놀라운 한국 유명 음식 몰아보기,https://www.youtube.com/watch?v=wEDJSLPLrYc&pp=ygUKa29yZWEgZm9vZA%3D%3D,5개월 전,조회수 988만회,2024-02-02 00:00:00
131,Let’s Eat Korean Food 🍱 🥢 #shorts #youtubeshorts #food #koreanfood,https://www.youtube.com/shorts/NTfxBmbFGbU,1개월 전,조회수 5.2만회,2024-06-01 00:00:00
132,another lunch at a japanese convenience store,https://www.youtube.com/shorts/JtlNI8U8OVM,1년 전,조회수 1.3억회,2023-07-02 00:00:00
133,What I Ate for Lunch at the Office in Korea Part 36 🇰🇷 #korea #southkorea #seoul #koreanfood,https://www.youtube.com/shorts/t_qRBEHLdcI,1년 전,조회수 241만회,2023-07-02 00:00:00
134,$1 food from the korean convenience store! #shorts,https://www.youtube.com/shorts/3CqsZYn5Ouw,1개월 전,조회수 106만회,2024-06-01 00:00:00
135,CHALLENGE KOREA: BATTLE OF K-FOOD,https://www.youtube.com/watch?v=d95A1xJ4yqM&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 438만회,2023-07-02 00:00:00
136,핫도그공장 대량생산 현장! 전국 휴게소만 119곳 납품?! 해외로 수출까지 하는 겉바속촉 핫도그 츄러스,https://www.youtube.com/watch?v=lKjrmiZXgBs&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1860만회,2023-07-02 00:00:00
137,Trying KOREAN McDonald's in Seoul South Korea 🍔🍟🍦,https://www.youtube.com/shorts/3JOMGmqSNIA,2일 전,조회수 373만회,2024-06-29 00:00:00
138,"Americans Try Korean Street Food For The First Time! (Tteokbokki, Gimbap, Gamja-HotDog)",https://www.youtube.com/watch?v=RJmSvbTJcwA&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 1743만회,2023-07-02 00:00:00
139,"먹거리 끝판왕! 줄서서 먹는 세종 전통시장 떡볶이, 통닭, 호떡 길거리음식 몰아보기 TOP3 / Traditional Market Food / Korean Street Food",https://www.youtube.com/watch?v=wJneAJM6noY&pp=ygUKa29yZWEgZm9vZA%3D%3D,2년 전,조회수 476만회,2022-07-02 00:00:00
140,Korean Street Food After Dark!! The Freaks Come Out At Night!!,https://www.youtube.com/watch?v=x76t-l69_6E&pp=ygUKa29yZWEgZm9vZA%3D%3D,4개월 전,조회수 802만회,2024-03-03 00:00:00
141,Lunch of ordinary office workers in Korea🇰🇷 pt.93 #korea #mukbang #korean #foodie #yummy #seoul,https://www.youtube.com/shorts/ty-m_N00SG4,9개월 전,조회수 317만회,2023-10-05 00:00:00
142,POV: you're craving Korean street food 🤤🔥,https://www.youtube.com/shorts/iD1vbafy7UU,1년 전,조회수 681만회,2023-07-02 00:00:00
143,"밥도둑 특집☆굴비구이,계란장,오이지,갓김치ㅣGrilled Fish Set Home mealㅣReal Mukbangㅣ",https://www.youtube.com/watch?v=xVmoVVF_iBU&pp=ygUKa29yZWEgZm9vZA%3D%3D,6개월 전,조회수 302만회,2024-01-03 00:00:00
144,$13 VS $810 Korean BBQ!! Korea Has The NEW Wagyu!!,https://www.youtube.com/watch?v=z9r9nT8_ND8&pp=ygUKa29yZWEgZm9vZA%3D%3D,3년 전,조회수 4.5만회,2021-07-02 00:00:00
145,한국에서 인기있는 길거리 음식 몰아보기! / popular korean street food video collection!,https://www.youtube.com/watch?v=4UEi2oJimKg&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 123만회,2023-07-02 00:00:00
146,EATING ONLY KOREAN FOOD CHALLENGE #shorts #mukbang #food,https://www.youtube.com/shorts/LZkjBiCXPu4,8개월 전,조회수 175만회,2023-11-04 00:00:00
147,해외 SNS에서 유행 중인 한국음식,https://www.youtube.com/shorts/k7Bwgu08FTo,1년 전,조회수 10만회,2023-07-02 00:00:00
148,하루 5000개 대량생산! 꼭두새벽부터 만드는 정성가득한 떡갈비 탕수육 도시락 식품 공장 생생한 현장 / Lunch Box Factory / Korean Street Food,https://www.youtube.com/watch?v=07Bf0guzLYk&pp=ygUKa29yZWEgZm9vZA%3D%3D,10개월 전,조회수 66만회,2023-09-05 00:00:00
149,Eating the BEST KOREAN STREET FOOD in SEOUL,https://www.youtube.com/watch?v=zPuLGkluoTY&pp=ygUKa29yZWEgZm9vZA%3D%3D,2일 전,조회수 1080만회,2024-06-29 00:00:00
150,"24 Hours of KOREAN STREET FOOD in Seoul 🇰🇷 Tteokbokki, Gomtang, Hotteok & More!!",https://www.youtube.com/watch?v=KwSQ1t0FIks&pp=ygUKa29yZWEgZm9vZA%3D%3D,4주 전,조회수 635만회,2024-06-03 00:00:00
151,Try Korean pizza next time! #koreanfood #korea #food #delivery #asmr #mukbang,https://www.youtube.com/shorts/-4sI3jBgHkI,2년 전,조회수 4935만회,2022-07-02 00:00:00
152,"신기한 대량생산 과정! 평소에 보기힘든 도시락공장부터 김치, 과자, 케이크공장 영상 몰아보기 / Amazing Food Factory / Korean Street Food",https://www.youtube.com/watch?v=i5wiapvQYvU&pp=ygUKa29yZWEgZm9vZA%3D%3D,8개월 전,조회수 2560만회,2023-11-04 00:00:00
153,한국 분식을 처음 먹어본 영국 축구선수들의 반응!?,https://www.youtube.com/watch?v=1FP57skH7Q4&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 428만회,2023-07-02 00:00:00
154,ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 & 먹방 FRIED CHICKEN AND BLACK BEAN NOODLES EATING SOUND!,https://www.youtube.com/watch?v=vXp3IzESmnw&pp=ygUKa29yZWEgZm9vZA%3D%3D,1년 전,조회수 27만회,2023-07-02 00:00:00
155,이른 아침 딱 3시간만 장사하고 사라지는 길거리 토스트 달인?! 명동 푸드트럭 햄버거 토스트,https://www.youtube.com/watch?v=iJl014n1i-Q&pp=ygUKa29yZWEgZm9vZA%3D%3D,6개월 전,조회수 2936만회,2024-01-03 00:00:00
